Comunidades y ciudades autónomas;País de residencia;Meses;Total
Navarra, Comunidad Foral de;Republica Checa;Agosto;39
Navarra, Comunidad Foral de;Republica Checa;Septiembre;25
Navarra, Comunidad Foral de;Republica Checa;Octubre;..
Navarra, Comunidad Foral de;Republica Checa;Noviembre;..
Navarra, Comunidad Foral de;Republica Checa;Diciembre;..
Navarra, Comunidad Foral de;Suecia;Total;317
Navarra, Comunidad Foral de;Suecia;Enero;..
Navarra, Comunidad Foral de;Suecia;Febrero;..
Navarra, Comunidad Foral de;Suecia;Marzo;..
Navarra, Comunidad Foral de;Suecia;Abril;..
Navarra, Comunidad Foral de;Suecia;Mayo;..
Navarra, Comunidad Foral de;Suecia;Junio;100
Navarra, Comunidad Foral de;Suecia;Julio;50
Navarra, Comunidad Foral de;Suecia;Agosto;34
Navarra, Comunidad Foral de;Suecia;Septiembre;75
Navarra, Comunidad Foral de;Suecia;Octubre;57
Navarra, Comunidad Foral de;Suecia;Noviembre;..
Navarra, Comunidad Foral de;Suecia;Diciembre;..
Navarra, Comunidad Foral de;Resto de la UE;Total;741
Navarra, Comunidad Foral de;Resto de la UE;Enero;..
Navarra, Comunidad Foral de;Resto de la UE;Febrero;..
Navarra, Comunidad Foral de;Resto de la UE;Marzo;..
Navarra, Comunidad Foral de;Resto de la UE;Abril;..
Navarra, Comunidad Foral de;Resto de la UE;Mayo;17
Navarra, Comunidad Foral de;Resto de la UE;Junio;25
Navarra, Comunidad Foral de;Resto de la UE;Julio;87
Navarra, Comunidad Foral de;Resto de la UE;Agosto;63
Navarra, Comunidad Foral de;Resto de la UE;Septiembre;..
Navarra, Comunidad Foral de;Resto de la UE;Octubre;..
Navarra, Comunidad Foral de;Resto de la UE;Noviembre;206
Navarra, Comunidad Foral de;Resto de la UE;Diciembre;101
Navarra, Comunidad Foral de;Noruega;Total;719
Navarra, Comunidad Foral de;Noruega;Enero;..
Navarra, Comunidad Foral de;Noruega;Febrero;..
Navarra, Comunidad Foral de;Noruega;Marzo;..
Navarra, Comunidad Foral de;Noruega;Abril;..
Navarra, Comunidad Foral de;Noruega;Mayo;299
Navarra, Comunidad Foral de;Noruega;Junio;..
Navarra, Comunidad Foral de;Noruega;Julio;12
Navarra, Comunidad Foral de;Noruega;Agosto;..
Navarra, Comunidad Foral de;Noruega;Septiembre;67
Navarra, Comunidad Foral de;Noruega;Octubre;90
Navarra, Comunidad Foral de;Noruega;Noviembre;..
Navarra, Comunidad Foral de;Noruega;Diciembre;..
Navarra, Comunidad Foral de;Rusia;Total;685
Navarra, Comunidad Foral de;Rusia;Enero;..
Navarra, Comunidad Foral de;Rusia;Febrero;..
Navarra, Comunidad Foral de;Rusia;Marzo;..
Navarra, Comunidad Foral de;Rusia;Abril;..
Navarra, Comunidad Foral de;Rusia;Mayo;..
Navarra, Comunidad Foral de;Rusia;Junio;..
Navarra, Comunidad Foral de;Rusia;Julio;..
Navarra, Comunidad Foral de;Rusia;Agosto;135
Navarra, Comunidad Foral de;Rusia;Septiembre;83
Navarra, Comunidad Foral de;Rusia;Octubre;60
Navarra, Comunidad Foral de;Rusia;Noviembre;72
Navarra, Comunidad Foral de;Rusia;Diciembre;..
Navarra, Comunidad Foral de;Suiza;Total;622
Navarra, Comunidad Foral de;Suiza;Enero;..
Navarra, Comunidad Foral de;Suiza;Febrero;..
Navarra, Comunidad Foral de;Suiza;Marzo;..
Navarra, Comunidad Foral de;Suiza;Abril;..
Navarra, Comunidad Foral de;Suiza;Mayo;126
Navarra, Comunidad Foral de;Suiza;Junio;..
Navarra, Comunidad Foral de;Suiza;Julio;126
Navarra, Comunidad Foral de;Suiza;Agosto;..
Navarra, Comunidad Foral de;Suiza;Septiembre;159
Navarra, Comunidad Foral de;Suiza;Octubre;106
Navarra, Comunidad Foral de;Suiza;Noviembre;..
Navarra, Comunidad Foral de;Suiza;Diciembre;..
Navarra, Comunidad Foral de;Resto de Europa;Total;199
Navarra, Comunidad Foral de;Resto de Europa;Enero;..
Navarra, Comunidad Foral de;Resto de Europa;Febrero;..
Navarra, Comunidad Foral de;Resto de Europa;Marzo;..
Navarra, Comunidad Foral de;Resto de Europa;Abril;..
Navarra, Comunidad Foral de;Resto de Europa;Mayo;..
Navarra, Comunidad Foral de;Resto de Europa;Junio;..
Navarra, Comunidad Foral de;Resto de Europa;Julio;..
Navarra, Comunidad Foral de;Resto de Europa;Agosto;..
Navarra, Comunidad Foral de;Resto de Europa;Septiembre;..
Navarra, Comunidad Foral de;Resto de Europa;Octubre;90
Navarra, Comunidad Foral de;Resto de Europa;Noviembre;..
Navarra, Comunidad Foral de;Resto de Europa;Diciembre;..
Navarra, Comunidad Foral de;Estados Unidos;Total;5.042
Navarra, Comunidad Foral de;Estados Unidos;Enero;..
Navarra, Comunidad Foral de;Estados Unidos;Febrero;..
Navarra, Comunidad Foral de;Estados Unidos;Marzo;..
Navarra, Comunidad Foral de;Estados Unidos;Abril;..
Navarra, Comunidad Foral de;Estados Unidos;Mayo;518
Navarra, Comunidad Foral de;Estados Unidos;Junio;689
Navarra, Comunidad Foral de;Estados Unidos;Julio;1.308
Navarra, Comunidad Foral de;Estados Unidos;Agosto;824
Navarra, Comunidad Foral de;Estados Unidos;Septiembre;703
Navarra, Comunidad Foral de;Estados Unidos;Octubre;591
Navarra, Comunidad Foral de;Estados Unidos;Noviembre;139
Navarra, Comunidad Foral de;Estados Unidos;Diciembre;179
Navarra, Comunidad Foral de;Resto de América;Total;6.044
Navarra, Comunidad Foral de;Resto de América;Enero;145
Navarra, Comunidad Foral de;Resto de América;Febrero;210
Navarra, Comunidad Foral de;Resto de América;Marzo;153
Navarra, Comunidad Foral de;Resto de América;Abril;220
Navarra, Comunidad Foral de;Resto de América;Mayo;1.571
Navarra, Comunidad Foral de;Resto de América;Junio;720
Navarra, Comunidad Foral de;Resto de América;Julio;522
Navarra, Comunidad Foral de;Resto de América;Agosto;460
Navarra, Comunidad Foral de;Resto de América;Septiembre;995
Navarra, Comunidad Foral de;Resto de América;Octubre;503
Navarra, Comunidad Foral de;Resto de América;Noviembre;487
Navarra, Comunidad Foral de;Resto de América;Diciembre;58
Navarra, Comunidad Foral de;Países Africanos;Total;7.506
Navarra, Comunidad Foral de;Países Africanos;Enero;80
Navarra, Comunidad Foral de;Países Africanos;Febrero;1.064
Navarra, Comunidad Foral de;Países Africanos;Marzo;1.083
Navarra, Comunidad Foral de;Países Africanos;Abril;187
Navarra, Comunidad Foral de;Países Africanos;Mayo;1.204
Navarra, Comunidad Foral de;Países Africanos;Junio;1.095
Navarra, Comunidad Foral de;Países Africanos;Julio;827
Navarra, Comunidad Foral de;Países Africanos;Agosto;610
Navarra, Comunidad Foral de;Países Africanos;Septiembre;405
Navarra, Comunidad Foral de;Países Africanos;Octubre;177
Navarra, Comunidad Foral de;Países Africanos;Noviembre;614
Navarra, Comunidad Foral de;Países Africanos;Diciembre;161
Navarra, Comunidad Foral de;Resto del mundo;Total;5.549
Navarra, Comunidad Foral de;Resto del mundo;Enero;..
Navarra, Comunidad Foral de;Resto del mundo;Febrero;116
Navarra, Comunidad Foral de;Resto del mundo;Marzo;237
Navarra, Comunidad Foral de;Resto del mundo;Abril;385
Navarra, Comunidad Foral de;Resto del mundo;Mayo;331
Navarra, Comunidad Foral de;Resto del mundo;Junio;593
Navarra, Comunidad Foral de;Resto del mundo;Julio;658
Navarra, Comunidad Foral de;Resto del mundo;Agosto;1.003
Navarra, Comunidad Foral de;Resto del mundo;Septiembre;844
Navarra, Comunidad Foral de;Resto del mundo;Octubre;458
Navarra, Comunidad Foral de;Resto del mundo;Noviembre;499
Navarra, Comunidad Foral de;Resto del mundo;Diciembre;..
País Vasco;Total;Total;457.707
País Vasco;Total;Enero;13.799
País Vasco;Total;Febrero;16.869
País Vasco;Total;Marzo;21.283
País Vasco;Total;Abril;43.625
País Vasco;Total;Mayo;38.520
País Vasco;Total;Junio;46.622
País Vasco;Total;Julio;64.354
País Vasco;Total;Agosto;73.189
País Vasco;Total;Septiembre;45.834
País Vasco;Total;Octubre;43.088
País Vasco;Total;Noviembre;23.292
País Vasco;Total;Diciembre;27.232
País Vasco;Residentes en España;Total;235.955
País Vasco;Residentes en España;Enero;10.075
País Vasco;Residentes en España;Febrero;11.554
País Vasco;Residentes en España;Marzo;14.352
País Vasco;Residentes en España;Abril;26.839
País Vasco;Residentes en España;Mayo;16.142
País Vasco;Residentes en España;Junio;17.553
País Vasco;Residentes en España;Julio;24.035
País Vasco;Residentes en España;Agosto;36.218
País Vasco;Residentes en España;Septiembre;21.410
País Vasco;Residentes en España;Octubre;21.210
País Vasco;Residentes en España;Noviembre;15.795
País Vasco;Residentes en España;Diciembre;20.771
País Vasco;No residentes en España;Total;221.752
País Vasco;No residentes en España;Enero;3.724
País Vasco;No residentes en España;Febrero;5.315
País Vasco;No residentes en España;Marzo;6.931
País Vasco;No residentes en España;Abril;16.786
País Vasco;No residentes en España;Mayo;22.377
País Vasco;No residentes en España;Junio;29.068
País Vasco;No residentes en España;Julio;40.320
País Vasco;No residentes en España;Agosto;36.971
País Vasco;No residentes en España;Septiembre;24.424
País Vasco;No residentes en España;Octubre;21.878
País Vasco;No residentes en España;Noviembre;7.497
País Vasco;No residentes en España;Diciembre;6.461
País Vasco;Unión Europea (sin España);Total;125.541
País Vasco;Unión Europea (sin España);Enero;2.447
País Vasco;Unión Europea (sin España);Febrero;4.091
País Vasco;Unión Europea (sin España);Marzo;3.964
País Vasco;Unión Europea (sin España);Abril;10.551
País Vasco;Unión Europea (sin España);Mayo;12.086
País Vasco;Unión Europea (sin España);Junio;14.635
País Vasco;Unión Europea (sin España);Julio;21.531
País Vasco;Unión Europea (sin España);Agosto;23.909
País Vasco;Unión Europea (sin España);Septiembre;11.305
País Vasco;Unión Europea (sin España);Octubre;12.409
País Vasco;Unión Europea (sin España);Noviembre;4.721
País Vasco;Unión Europea (sin España);Diciembre;3.893
País Vasco;Alemania;Total;13.775
País Vasco;Alemania;Enero;693
País Vasco;Alemania;Febrero;620
País Vasco;Alemania;Marzo;488
País Vasco;Alemania;Abril;1.000
País Vasco;Alemania;Mayo;1.091
País Vasco;Alemania;Junio;1.593
País Vasco;Alemania;Julio;2.478
País Vasco;Alemania;Agosto;2.202
País Vasco;Alemania;Septiembre;1.186
País Vasco;Alemania;Octubre;1.898
País Vasco;Alemania;Noviembre;388
País Vasco;Alemania;Diciembre;138
País Vasco;Austria;Total;1.511
País Vasco;Austria;Enero;..
País Vasco;Austria;Febrero;..
País Vasco;Austria;Marzo;..
País Vasco;Austria;Abril;151
País Vasco;Austria;Mayo;288
País Vasco;Austria;Junio;252
País Vasco;Austria;Julio;304
País Vasco;Austria;Agosto;184
País Vasco;Austria;Septiembre;232
País Vasco;Austria;Octubre;66
País Vasco;Austria;Noviembre;26
País Vasco;Austria;Diciembre;..
País Vasco;Bélgica;Total;2.787
País Vasco;Bélgica;Enero;..
País Vasco;Bélgica;Febrero;..
País Vasco;Bélgica;Marzo;53
País Vasco;Bélgica;Abril;300
País Vasco;Bélgica;Mayo;82
País Vasco;Bélgica;Junio;93
País Vasco;Bélgica;Julio;894
País Vasco;Bélgica;Agosto;958
País Vasco;Bélgica;Septiembre;193
País Vasco;Bélgica;Octubre;73
País Vasco;Bélgica;Noviembre;46
País Vasco;Bélgica;Diciembre;53
País Vasco;Dinamarca;Total;1.450
País Vasco;Dinamarca;Enero;..
País Vasco;Dinamarca;Febrero;..
País Vasco;Dinamarca;Marzo;..
País Vasco;Dinamarca;Abril;81
País Vasco;Dinamarca;Mayo;103
País Vasco;Dinamarca;Junio;38
País Vasco;Dinamarca;Julio;681
País Vasco;Dinamarca;Agosto;334
País Vasco;Dinamarca;Septiembre;97
País Vasco;Dinamarca;Octubre;70
País Vasco;Dinamarca;Noviembre;..
País Vasco;Dinamarca;Diciembre;..
País Vasco;Finlandia;Total;1.732
País Vasco;Finlandia;Enero;..
País Vasco;Finlandia;Febrero;..
País Vasco;Finlandia;Marzo;41
País Vasco;Finlandia;Abril;71
País Vasco;Finlandia;Mayo;319
País Vasco;Finlandia;Junio;276
País Vasco;Finlandia;Julio;288
País Vasco;Finlandia;Agosto;290
País Vasco;Finlandia;Septiembre;..
País Vasco;Finlandia;Octubre;383
País Vasco;Finlandia;Noviembre;..
País Vasco;Finlandia;Diciembre;..
País Vasco;Francia;Total;27.999
País Vasco;Francia;Enero;639
País Vasco;Francia;Febrero;1.436
País Vasco;Francia;Marzo;949
País Vasco;Francia;Abril;3.425
País Vasco;Francia;Mayo;3.223
País Vasco;Francia;Junio;2.135
País Vasco;Francia;Julio;3.480
País Vasco;Francia;Agosto;4.697
País Vasco;Francia;Septiembre;1.166
País Vasco;Francia;Octubre;3.407
País Vasco;Francia;Noviembre;1.652
País Vasco;Francia;Diciembre;1.790
País Vasco;Grecia;Total;984
País Vasco;Grecia;Enero;..
País Vasco;Grecia;Febrero;50
País Vasco;Grecia;Marzo;62
País Vasco;Grecia;Abril;83
País Vasco;Grecia;Mayo;..
País Vasco;Grecia;Junio;266
País Vasco;Grecia;Julio;96
País Vasco;Grecia;Agosto;174
País Vasco;Grecia;Septiembre;..
País Vasco;Grecia;Octubre;97
País Vasco;Grecia;Noviembre;..
País Vasco;Grecia;Diciembre;53
País Vasco;Irlanda;Total;6.744
País Vasco;Irlanda;Enero;..
País Vasco;Irlanda;Febrero;64
País Vasco;Irlanda;Marzo;80
País Vasco;Irlanda;Abril;329
País Vasco;Irlanda;Mayo;454
País Vasco;Irlanda;Junio;1.843
País Vasco;Irlanda;Julio;1.119
País Vasco;Irlanda;Agosto;1.252
País Vasco;Irlanda;Septiembre;1.059
País Vasco;Irlanda;Octubre;318
País Vasco;Irlanda;Noviembre;128
País Vasco;Irlanda;Diciembre;97
País Vasco;Italia;Total;7.268
País Vasco;Italia;Enero;260
País Vasco;Italia;Febrero;302
País Vasco;Italia;Marzo;466
País Vasco;Italia;Abril;499
País Vasco;Italia;Mayo;484
País Vasco;Italia;Junio;737
País Vasco;Italia;Julio;689
País Vasco;Italia;Agosto;2.125
País Vasco;Italia;Septiembre;533
País Vasco;Italia;Octubre;426
País Vasco;Italia;Noviembre;339
País Vasco;Italia;Diciembre;407
País Vasco;Luxemburgo;Total;504
País Vasco;Luxemburgo;Enero;..
País Vasco;Luxemburgo;Febrero;..
País Vasco;Luxemburgo;Marzo;..
País Vasco;Luxemburgo;Abril;..
País Vasco;Luxemburgo;Mayo;..
País Vasco;Luxemburgo;Junio;27
País Vasco;Luxemburgo;Julio;180
País Vasco;Luxemburgo;Agosto;..
País Vasco;Luxemburgo;Septiembre;..
País Vasco;Luxemburgo;Octubre;..
País Vasco;Luxemburgo;Noviembre;44
País Vasco;Luxemburgo;Diciembre;..
País Vasco;Países Bajos;Total;9.758
País Vasco;Países Bajos;Enero;..
País Vasco;Países Bajos;Febrero;161
País Vasco;Países Bajos;Marzo;188
País Vasco;Países Bajos;Abril;587
País Vasco;Países Bajos;Mayo;730
País Vasco;Países Bajos;Junio;1.025
País Vasco;Países Bajos;Julio;2.206
País Vasco;Países Bajos;Agosto;2.505
País Vasco;Países Bajos;Septiembre;660
País Vasco;Países Bajos;Octubre;1.030
País Vasco;Países Bajos;Noviembre;311
País Vasco;Países Bajos;Diciembre;..
País Vasco;Polonia;Total;1.340
País Vasco;Polonia;Enero;..
País Vasco;Polonia;Febrero;44
País Vasco;Polonia;Marzo;47
País Vasco;Polonia;Abril;206
País Vasco;Polonia;Mayo;89
País Vasco;Polonia;Junio;202
País Vasco;Polonia;Julio;320
País Vasco;Polonia;Agosto;158
País Vasco;Polonia;Septiembre;65
País Vasco;Polonia;Octubre;190
País Vasco;Polonia;Noviembre;..
País Vasco;Polonia;Diciembre;..
País Vasco;Portugal;Total;5.617
País Vasco;Portugal;Enero;..
País Vasco;Portugal;Febrero;..
País Vasco;Portugal;Marzo;255
País Vasco;Portugal;Abril;434
País Vasco;Portugal;Mayo;456
País Vasco;Portugal;Junio;429
País Vasco;Portugal;Julio;638
País Vasco;Portugal;Agosto;705
País Vasco;Portugal;Septiembre;789
País Vasco;Portugal;Octubre;774
País Vasco;Portugal;Noviembre;499
País Vasco;Portugal;Diciembre;285
País Vasco;Reino Unido;Total;34.630
País Vasco;Reino Unido;Enero;382
País Vasco;Reino Unido;Febrero;634
País Vasco;Reino Unido;Marzo;905
País Vasco;Reino Unido;Abril;2.856
País Vasco;Reino Unido;Mayo;3.837
País Vasco;Reino Unido;Junio;4.627
País Vasco;Reino Unido;Julio;5.590
País Vasco;Reino Unido;Agosto;7.067
País Vasco;Reino Unido;Septiembre;4.076
País Vasco;Reino Unido;Octubre;3.240
País Vasco;Reino Unido;Noviembre;867
País Vasco;Reino Unido;Diciembre;548
País Vasco;Republica Checa;Total;2.194
País Vasco;Republica Checa;Enero;210
País Vasco;Republica Checa;Febrero;..
País Vasco;Republica Checa;Marzo;..
País Vasco;Republica Checa;Abril;190
País Vasco;Republica Checa;Mayo;..
País Vasco;Republica Checa;Junio;414
País Vasco;Republica Checa;Julio;405
País Vasco;Republica Checa;Agosto;..
País Vasco;Republica Checa;Septiembre;..
País Vasco;Republica Checa;Octubre;146
País Vasco;Republica Checa;Noviembre;131
País Vasco;Republica Checa;Diciembre;..
País Vasco;Suecia;Total;4.408
País Vasco;Suecia;Enero;..
País Vasco;Suecia;Febrero;..
País Vasco;Suecia;Marzo;35
País Vasco;Suecia;Abril;56
País Vasco;Suecia;Mayo;366
País Vasco;Suecia;Junio;516
País Vasco;Suecia;Julio;1.948
País Vasco;Suecia;Agosto;530
País Vasco;Suecia;Septiembre;600
País Vasco;Suecia;Octubre;147
País Vasco;Suecia;Noviembre;142
País Vasco;Suecia;Diciembre;..
País Vasco;Resto de la UE;Total;2.840
País Vasco;Resto de la UE;Enero;45
País Vasco;Resto de la UE;Febrero;278
País Vasco;Resto de la UE;Marzo;380
País Vasco;Resto de la UE;Abril;267
País Vasco;Resto de la UE;Mayo;285
País Vasco;Resto de la UE;Junio;161
País Vasco;Resto de la UE;Julio;214
País Vasco;Resto de la UE;Agosto;452
País Vasco;Resto de la UE;Septiembre;483
País Vasco;Resto de la UE;Octubre;141
País Vasco;Resto de la UE;Noviembre;..
País Vasco;Resto de la UE;Diciembre;..
País Vasco;Noruega;Total;3.732
País Vasco;Noruega;Enero;..
País Vasco;Noruega;Febrero;102
País Vasco;Noruega;Marzo;129
País Vasco;Noruega;Abril;289
País Vasco;Noruega;Mayo;180
País Vasco;Noruega;Junio;522
País Vasco;Noruega;Julio;1.561
País Vasco;Noruega;Agosto;245
País Vasco;Noruega;Septiembre;431
País Vasco;Noruega;Octubre;185
País Vasco;Noruega;Noviembre;59
País Vasco;Noruega;Diciembre;..
País Vasco;Rusia;Total;3.654
País Vasco;Rusia;Enero;76
País Vasco;Rusia;Febrero;..
País Vasco;Rusia;Marzo;..
País Vasco;Rusia;Abril;180
País Vasco;Rusia;Mayo;452
País Vasco;Rusia;Junio;427
País Vasco;Rusia;Julio;770
País Vasco;Rusia;Agosto;814
País Vasco;Rusia;Septiembre;321
País Vasco;Rusia;Octubre;299
País Vasco;Rusia;Noviembre;74
País Vasco;Rusia;Diciembre;149
País Vasco;Suiza;Total;3.388
País Vasco;Suiza;Enero;..
País Vasco;Suiza;Febrero;..
País Vasco;Suiza;Marzo;..
País Vasco;Suiza;Abril;317
País Vasco;Suiza;Mayo;349
País Vasco;Suiza;Junio;101
País Vasco;Suiza;Julio;567
País Vasco;Suiza;Agosto;774
País Vasco;Suiza;Septiembre;586
País Vasco;Suiza;Octubre;582
País Vasco;Suiza;Noviembre;..
País Vasco;Suiza;Diciembre;56
País Vasco;Resto de Europa;Total;3.722
País Vasco;Resto de Europa;Enero;..
País Vasco;Resto de Europa;Febrero;150
País Vasco;Resto de Europa;Marzo;200
País Vasco;Resto de Europa;Abril;434
País Vasco;Resto de Europa;Mayo;398
País Vasco;Resto de Europa;Junio;583
País Vasco;Resto de Europa;Julio;709
País Vasco;Resto de Europa;Agosto;586
País Vasco;Resto de Europa;Septiembre;166
País Vasco;Resto de Europa;Octubre;353
